,country,year,cf_tot_domestic,cf_tot_usaid,cf_tot_gf,cf_lab,cf_tot_grnt,cf_tot_sources,budget_lab,budget_tot,budget_gap
0,Afghanistan,2018,533779.0,4462530.0,3178499.0,2473391.0,2523675.0,10698483.0,2543262.0,10881354.0,182871.0
1,Afghanistan,2019,511854.0,2766449.0,6533095.0,2208668.0,3608394.0,13419792.0,2797414.0,16957452.0,3537660.0
2,Afghanistan,2020,1171864.0,3000000.0,6935551.0,3188713.0,6871009.0,17978424.0,3200000.0,19137128.0,1158704.0
3,Afghanistan,2021,,,7638546.0,1696418.0,2995053.0,10633599.0,1696418.0,10633599.0,0.0
4,Afghanistan,2022,269339.0,1555946.0,6876137.0,715071.0,1898528.0,10599950.0,515246.0,14141821.0,3541871.0
5,Afghanistan,2023,,2122000.0,10972004.0,3708900.0,3954213.0,17048217.0,4000000.0,23551821.0,6503604.0
6,Afghanistan,2024,116282.0,1425750.0,9632452.0,3637848.0,60715.0,11235199.0,8670098.0,32501339.0,21266140.0
7,Albania,2018,,,,,,,,0.0,
9,Albania,2020,,,,,,,,791588.0,
10,Albania,2021,,,,,,,,837539.0,
11,Albania,2022,,,,,,,,978092.0,
12,Albania,2023,,,,,,,,1203000.0,
13,Albania,2024,,,,,,,,1064348.0,
21,American Samoa,2018,,,,,,,,4000.0,
22,American Samoa,2019,,,,,,,,100000.0,
24,American Samoa,2021,,,,,,,,0.0,
28,Andorra,2018,,,,,,,,17000.0,
29,Andorra,2019,,,,,,,,15000.0,
30,Andorra,2020,,,,,,,,6000.0,
31,Andorra,2021,,,,,,,,6000.0,
32,Andorra,2022,,,,,,,,6284.0,
35,Angola,2018,3293147.0,0.0,4972863.0,500000.0,689553.0,8955563.0,1526820.0,45881526.0,36925963.0
36,Angola,2019,13692478.0,0.0,2416285.0,7216284.0,4000000.0,20108763.0,17133500.0,66503196.0,46394433.0
37,Angola,2020,17672192.0,0.0,1897542.0,742078.0,737293.0,20307027.0,742078.0,20307027.0,0.0
38,Angola,2021,6041429.0,,4213441.0,2100360.0,,10254870.0,16412210.0,29384514.0,19129644.0
39,Angola,2022,10831930.0,,4213441.0,2500360.0,,15045371.0,16412210.0,33946496.0,18901125.0
40,Angola,2023,7902038.0,0.0,2844511.0,1272581.0,0.0,10746549.0,1641221.0,20382058.0,9635509.0
41,Angola,2024,17123125.0,0.0,1912426.0,2500360.0,0.0,19035551.0,2500360.0,19035551.0,0.0
54,Antigua and Barbuda,2023,,,,,,,,10000.0,
56,Argentina,2018,5189232.0,0.0,0.0,263032.0,0.0,5189232.0,263032.0,5189232.0,0.0
57,Argentina,2019,2510552.0,0.0,0.0,263032.0,0.0,2510552.0,263032.0,2510552.0,0.0
58,Argentina,2020,1320638.0,0.0,0.0,129378.0,0.0,1320638.0,129378.0,1320638.0,0.0
59,Argentina,2021,1086705.0,0.0,0.0,146665.0,0.0,1086705.0,146665.0,1086705.0,0.0
60,Argentina,2022,1809798.0,,,464568.0,,1809798.0,464568.0,1809798.0,0.0
61,Argentina,2023,2782160.0,0.0,0.0,768150.0,0.0,2782160.0,768150.0,2782160.0,0.0
62,Argentina,2024,1613085.0,,,267753.0,,1613085.0,267753.0,1613085.0,0.0
63,Armenia,2018,2520982.0,0.0,4307786.0,422187.0,0.0,6828768.0,422187.0,6828768.0,0.0
64,Armenia,2019,74089.0,0.0,1130669.0,164346.0,0.0,1204758.0,164346.0,1204758.0,0.0
65,Armenia,2020,3331208.0,,1805341.0,633011.0,,5136549.0,633011.0,5136549.0,0.0
66,Armenia,2021,2059940.0,,1288276.0,690187.0,,3348216.0,690187.0,4288204.0,939988.0
67,Armenia,2022,1923417.0,,1319868.0,333514.0,,3243285.0,333514.0,3243285.0,0.0
68,Armenia,2023,,,,,,,480224.0,740365.0,
69,Armenia,2024,2285933.0,,711567.0,151241.0,,2997500.0,151241.0,2997500.0,0.0
92,Azerbaijan,2019,16487435.0,,4397794.0,896894.0,,20885229.0,896894.0,22024660.0,1139431.0
93,Azerbaijan,2020,14455282.0,,2878142.0,753947.0,,17333424.0,753947.0,17333424.0,0.0
94,Azerbaijan,2021,11086889.0,,3525398.0,1332264.0,,14612287.0,1332264.0,14612287.0,0.0
96,Azerbaijan,2023,15450784.0,,2126014.0,1365006.0,,17576798.0,1365006.0,17576798.0,0.0
97,Azerbaijan,2024,18628000.0,,2200000.0,692000.0,,20828000.0,692000.0,20828000.0,0.0
112,Bangladesh,2018,9498160.0,0.0,36651484.0,8004443.0,0.0,46149644.0,22368855.0,66440743.0,20291099.0
113,Bangladesh,2019,18153743.0,12981354.0,36966056.0,12753612.0,0.0,68101153.0,32123255.0,79703153.0,11602000.0
114,Bangladesh,2020,31284925.0,13500000.0,58400862.0,27344810.0,0.0,103185787.0,28849329.0,135285330.0,32099543.0
115,Bangladesh,2021,55686165.0,130717.0,39263464.0,32188489.0,0.0,95080346.0,49661669.0,157112276.0,62031930.0
116,Bangladesh,2022,73820623.0,21000000.0,55830653.0,36830781.0,0.0,150651276.0,46045848.0,154757295.0,4106019.0
117,Bangladesh,2023,77460666.0,20374000.0,57968748.0,36617025.0,0.0,155803414.0,70266408.0,204331958.0,48528544.0
118,Bangladesh,2024,36696467.0,22000000.0,11324499.0,4721151.0,0.0,70020966.0,47622621.0,365484791.0,295463825.0
119,Barbados,2018,,,,,,,,0.0,
120,Barbados,2019,,,,,,,,0.0,
121,Barbados,2020,,,,,,,,0.0,
122,Barbados,2021,,,,,,,,0.0,
123,Barbados,2022,,,,,,,,0.0,
125,Barbados,2024,,,,,,,,0.0,
126,Belarus,2018,4457692.0,,3106394.0,1378674.0,774396.0,8338482.0,1378674.0,11178135.0,2839653.0
127,Belarus,2019,4253882.0,0.0,4148972.0,1901223.0,1239941.0,9642795.0,1901223.0,9642795.0,0.0
128,Belarus,2020,67114272.0,0.0,6650113.0,1498694.0,441056.0,74205441.0,1498694.0,74205441.0,0.0
129,Belarus,2021,67920001.0,0.0,2185789.0,2174613.0,,70105790.0,2174613.0,70105790.0,0.0
140,Belize,2018,33655.0,0.0,466794.0,53900.0,0.0,500449.0,53900.0,500449.0,0.0
141,Belize,2019,101000.0,0.0,166665.0,15750.0,0.0,267665.0,53900.0,500449.0,232784.0
142,Belize,2020,252203.0,0.0,144646.0,53900.0,0.0,396849.0,53900.0,396849.0,0.0
143,Belize,2021,101000.0,0.0,162631.0,53900.0,0.0,263631.0,53900.0,540683.0,277052.0
144,Belize,2022,106000.0,0.0,162631.0,53900.0,0.0,268631.0,53900.0,540683.0,272052.0
146,Belize,2024,438169.0,0.0,0.0,53900.0,0.0,438169.0,53900.0,438169.0,0.0
147,Benin,2018,350893.0,0.0,2913700.0,579090.0,0.0,3264593.0,606750.0,4466757.0,1202164.0
148,Benin,2019,250788.0,0.0,2081757.0,540007.0,33439.0,2365984.0,587082.0,3611259.0,1245275.0
149,Benin,2020,204523.0,0.0,2091489.0,497542.0,0.0,2296012.0,686700.0,2862601.0,566589.0
150,Benin,2021,399875.0,0.0,2614080.0,538990.0,0.0,3013955.0,645622.0,3291954.0,277999.0
151,Benin,2022,584002.0,0.0,2707431.0,1073594.0,0.0,3291433.0,1103900.0,3657148.0,365715.0
152,Benin,2023,650958.0,0.0,2865244.0,1234453.0,0.0,3516202.0,1234453.0,3784862.0,268660.0
153,Benin,2024,830072.0,0.0,3438964.0,1424301.0,0.0,4269036.0,3917649.0,13300016.0,9030980.0
161,Bhutan,2018,608335.0,,478874.0,194400.0,,1087209.0,602850.0,1699811.0,612602.0
162,Bhutan,2019,12857.0,0.0,381263.0,54200.0,14757.0,408877.0,167450.0,792118.0,383241.0
163,Bhutan,2020,20000.0,0.0,316237.0,101040.0,0.0,336237.0,205000.0,708787.0,372550.0
164,Bhutan,2021,60000.0,0.0,505861.0,235227.0,50000.0,615861.0,267600.0,786720.0,170859.0
165,Bhutan,2022,115861.0,0.0,680833.0,123540.0,90000.0,886694.0,193737.0,2499857.0,1613163.0
166,Bhutan,2023,68000.0,0.0,664678.0,278900.0,51234.0,783912.0,346684.0,1654179.0,870267.0
167,Bhutan,2024,68000.0,0.0,679138.0,329377.0,201407.0,948545.0,749800.0,1739650.0,791105.0
168,Bolivia (Plurinational State of),2018,1113122.0,0.0,5273632.0,2702506.0,0.0,6386754.0,2702506.0,6386754.0,0.0
169,Bolivia (Plurinational State of),2019,1861700.0,0.0,5002454.0,3042127.0,0.0,6864154.0,3042127.0,6864154.0,0.0
170,Bolivia (Plurinational State of),2020,1814699.0,0.0,1621341.0,541083.0,0.0,3436040.0,,,
171,Bolivia (Plurinational State of),2021,1810344.0,0.0,2291173.0,693592.0,0.0,4101517.0,693592.0,4101517.0,0.0
173,Bolivia (Plurinational State of),2023,1650416.0,0.0,1555577.0,908673.0,0.0,3205993.0,908673.0,3205993.0,0.0
174,Bolivia (Plurinational State of),2024,1654100.0,0.0,1125177.0,524579.0,0.0,2779277.0,524579.0,2779277.0,0.0
175,Bosnia and Herzegovina,2018,7976671.0,,,3196979.0,,7976671.0,3196979.0,7976671.0,0.0
176,Bosnia and Herzegovina,2019,2997555.0,0.0,1760.0,568307.0,0.0,2999315.0,568307.0,2999315.0,0.0
177,Bosnia and Herzegovina,2020,71552.0,,,,,71552.0,,71552.0,0.0
178,Bosnia and Herzegovina,2021,73239.0,,,,,73239.0,,73239.0,0.0
179,Bosnia and Herzegovina,2022,43857.0,,,,,43857.0,,43857.0,0.0
180,Bosnia and Herzegovina,2023,73447.0,,,,,73447.0,,73447.0,0.0
182,Botswana,2018,5838455.0,500000.0,1900000.0,2197214.0,0.0,8238455.0,2197214.0,12571894.0,4333439.0
183,Botswana,2019,5069849.0,300000.0,600000.0,471319.0,100000.0,6069849.0,1168144.0,8458634.0,2388785.0
184,Botswana,2020,11548220.0,0.0,2000000.0,61000.0,500000.0,14048220.0,87000.0,16203600.0,2155380.0
186,Botswana,2022,6500000.0,100000.0,300000.0,1927000.0,600000.0,7500000.0,2201605.0,13374605.0,5874605.0
189,Brazil,2018,47987348.0,0.0,0.0,5339198.0,0.0,47987348.0,5500000.0,56670687.0,8683339.0
190,Brazil,2019,38052385.0,,,7142388.0,117000.0,38169385.0,7142388.0,38169385.0,0.0
191,Brazil,2020,34157348.0,0.0,0.0,6774730.0,22000.0,34179348.0,6774730.0,34179348.0,0.0
192,Brazil,2021,27602345.0,0.0,0.0,4087862.0,17000.0,27619345.0,4087862.0,27619345.0,0.0
193,Brazil,2022,33969698.0,0.0,0.0,5302933.0,17000.0,33986698.0,5302933.0,33986698.0,0.0
194,Brazil,2023,42868429.0,0.0,0.0,8501887.0,15000.0,42883429.0,8501887.0,42883429.0,0.0
195,Brazil,2024,62826153.0,0.0,0.0,19433785.0,0.0,62826153.0,19433785.0,62826153.0,0.0
202,British Virgin Islands,2024,,,,,,,,0.0,
210,Bulgaria,2018,7449884.0,0.0,1385133.0,75077.0,0.0,8835017.0,75077.0,8835017.0,0.0
211,Bulgaria,2019,7655138.0,0.0,0.0,347747.0,0.0,7655138.0,347747.0,7655138.0,0.0
212,Bulgaria,2020,8408528.0,0.0,0.0,428792.0,0.0,8408528.0,428792.0,8408528.0,0.0
213,Bulgaria,2021,4950315.0,0.0,0.0,410061.0,0.0,4950315.0,410061.0,4950315.0,0.0
214,Bulgaria,2022,3408703.0,0.0,0.0,347000.0,0.0,3408703.0,347000.0,3408703.0,0.0
215,Bulgaria,2023,586577.0,0.0,0.0,187612.0,0.0,586577.0,187612.0,586577.0,0.0
216,Bulgaria,2024,9683034.0,0.0,0.0,368132.0,0.0,9683034.0,368132.0,9683034.0,0.0
217,Burkina Faso,2018,521867.0,0.0,4100179.0,916392.0,5800.0,4627846.0,1886405.0,8681858.0,4054012.0
218,Burkina Faso,2019,303318.0,,3265101.0,2069078.0,,3568419.0,2313821.0,10745507.0,7177088.0
219,Burkina Faso,2020,148138.0,,1213172.0,368407.0,45429.0,1406739.0,1376258.0,6552043.0,5145304.0
220,Burkina Faso,2021,160000.0,0.0,1563944.0,63100.0,0.0,1723944.0,1241134.0,4785799.0,3061855.0
221,Burkina Faso,2022,95137.0,,1795035.0,0.0,,1890172.0,1878208.0,8299840.0,6409668.0
222,Burkina Faso,2023,22149.0,,3697305.0,1752250.0,,3719454.0,1752250.0,3719454.0,0.0
223,Burkina Faso,2024,97221.0,0.0,2812520.0,1823709.0,0.0,2909741.0,1823709.0,3206896.0,297155.0
225,Burundi,2019,73099.0,0.0,622730.0,,0.0,695829.0,383038.0,5197476.0,4501647.0
226,Burundi,2020,368946.0,0.0,610245.0,351086.0,673692.0,1652883.0,1696155.0,5584726.0,3931843.0
227,Burundi,2021,361478.0,0.0,1021786.0,746894.0,379390.0,1762654.0,5214176.0,9744663.0,7982009.0
228,Burundi,2022,339802.0,0.0,1488356.0,803348.0,240860.0,2069018.0,2583221.0,10434345.0,8365327.0
229,Burundi,2023,319674.0,0.0,545306.0,724906.0,1263647.0,2128627.0,724906.0,4980201.0,2851574.0
230,Burundi,2024,244417.0,0.0,1824730.0,1021507.0,259994.0,2329141.0,1021507.0,12053306.0,9724165.0
231,Cabo Verde,2018,66200.0,0.0,20000.0,11000.0,,86200.0,11000.0,86200.0,0.0
232,Cabo Verde,2019,77000.0,0.0,11600.0,20000.0,0.0,88600.0,20000.0,88600.0,0.0
233,Cabo Verde,2020,63600.0,0.0,24500.0,11000.0,0.0,88100.0,11000.0,88100.0,0.0
234,Cabo Verde,2021,65300.0,,21000.0,11000.0,,86300.0,11000.0,86300.0,0.0
235,Cabo Verde,2022,59100.0,0.0,18000.0,11000.0,,77100.0,11000.0,77100.0,0.0
236,Cabo Verde,2023,47860.0,0.0,18000.0,11000.0,0.0,65860.0,11000.0,65860.0,0.0
237,Cabo Verde,2024,47860.0,0.0,18000.0,11000.0,0.0,65860.0,11000.0,65860.0,0.0
238,Cambodia,2018,4559546.0,1700000.0,4979168.0,1594549.0,2050000.0,13288714.0,3658217.0,36954109.0,23665395.0
239,Cambodia,2019,5184850.0,1000000.0,5000000.0,1420931.0,1230000.0,12414850.0,3000000.0,31062682.0,18647832.0
240,Cambodia,2020,6247179.0,600000.0,8330839.0,1702882.0,1600000.0,16778018.0,4472988.0,33131560.0,16353542.0
241,Cambodia,2021,6300000.0,1500000.0,7892639.0,2000000.0,1748000.0,17440639.0,4400000.0,34450000.0,17009361.0
242,Cambodia,2022,6000000.0,1700000.0,12000000.0,2000000.0,800000.0,20500000.0,4800000.0,36115000.0,15615000.0
243,Cambodia,2023,6500000.0,4000000.0,7000000.0,1500000.0,1330000.0,18830000.0,4400000.0,35290000.0,16460000.0
244,Cambodia,2024,5800000.0,6000000.0,6000000.0,1500000.0,1000000.0,18800000.0,4500000.0,35500000.0,16700000.0
245,Cameroon,2018,1452071.0,0.0,2755188.0,346870.0,,4207259.0,1323630.0,10285521.0,6078262.0
246,Cameroon,2019,784514.0,,3535813.0,851500.0,,4320327.0,2270828.0,10113584.0,5793257.0
247,Cameroon,2020,662073.0,0.0,3229508.0,818295.0,82759.0,3974340.0,1819345.0,10530403.0,6556063.0
248,Cameroon,2021,567836.0,,6042092.0,1203941.0,1050000.0,7659928.0,1203941.0,7659928.0,0.0
249,Cameroon,2022,1438513.0,0.0,5728830.0,981678.0,1200000.0,8367343.0,981678.0,8367343.0,0.0
250,Cameroon,2023,2407407.0,,5533741.0,2185206.0,0.0,7941148.0,2622247.0,13071182.0,5130034.0
251,Cameroon,2024,4363633.0,908000.0,3380700.0,3228555.0,0.0,8652333.0,3228555.0,8652333.0,0.0
266,Central African Republic,2018,272484.0,,1012868.0,209160.0,,1285352.0,219973.0,1903352.0,618000.0
267,Central African Republic,2019,772672.0,60000.0,1036438.0,495430.0,80000.0,1949110.0,495430.0,2859557.0,910447.0
268,Central African Republic,2020,772672.0,200000.0,1367434.0,495430.0,80000.0,2420106.0,495430.0,3330553.0,910447.0
269,Central African Republic,2021,1209240.0,47945.0,2410763.0,661812.0,26716.0,3694664.0,558510.0,3754547.0,59883.0
270,Central African Republic,2022,732626.0,39817.0,2389006.0,428139.0,23892.0,3185341.0,471563.0,4441685.0,1256344.0
271,Central African Republic,2023,732626.0,39817.0,2389006.0,428139.0,23892.0,3185341.0,471563.0,4127559.0,942218.0
272,Central African Republic,2024,362321.0,39817.0,9150425.0,858139.0,23892.0,9576455.0,861563.0,10593847.0,1017392.0
273,Chad,2018,,,2020614.0,48235.0,,2020614.0,94783.0,2971725.0,951111.0
274,Chad,2019,357142.0,0.0,1732076.0,660238.0,0.0,2089218.0,1038826.0,4835018.0,2745800.0
275,Chad,2020,400000.0,0.0,1560067.0,354264.0,30000.0,1990067.0,1532420.0,4561492.0,2571425.0
276,Chad,2021,525840.0,0.0,1641894.0,810402.0,207407.0,2375141.0,1564250.0,4859473.0,2484332.0
277,Chad,2022,,0.0,,,0.0,0.0,,,
278,Chad,2023,643307.0,0.0,4162665.0,1842368.0,0.0,4805972.0,3450010.0,8087529.0,3281557.0
279,Chad,2024,518561.0,0.0,3630839.0,761012.0,0.0,4149400.0,1051894.0,5863792.0,1714392.0
280,Chile,2018,250000.0,,,,,250000.0,,3000000.0,2750000.0
281,Chile,2019,250000.0,0.0,0.0,,0.0,250000.0,,4300000.0,4050000.0
282,Chile,2020,60000.0,0.0,0.0,,0.0,60000.0,,4460000.0,4400000.0
283,Chile,2021,,,,,,,,3144022.0,
284,Chile,2022,,,,,,,,2759000.0,
285,Chile,2023,,,,,,,,5392000.0,
286,Chile,2024,,,,,,,,5392000.0,
287,China,2018,527810103.0,,,11047619.0,13212438.0,541022541.0,11047619.0,608597837.0,67575296.0
288,China,2019,664180563.0,0.0,0.0,33671641.0,6837963.0,671018526.0,33671641.0,718815776.0,47797250.0
289,China,2020,884489066.0,,,37971831.0,352113.0,884841179.0,37971831.0,994064212.0,109223033.0
290,China,2021,792175512.0,,,3875000.0,190565.0,792366077.0,3875000.0,901144676.0,108778599.0
291,China,2022,862153599.0,,,4485981.0,,862153599.0,4485981.0,952432599.0,90279000.0
292,China,2023,841490812.0,0.0,0.0,12724638.0,106574.0,841597386.0,12724638.0,925597386.0,84000000.0
293,China,2024,849347747.0,0.0,0.0,14888889.0,937500.0,850285247.0,14888889.0,941245207.0,90959960.0
295,"China, Hong Kong SAR",2019,,,,,,,,47000000.0,
308,Colombia,2018,3741000.0,0.0,0.0,83000.0,0.0,3741000.0,167000.0,12100000.0,8359000.0
309,Colombia,2019,4184919.0,,,227087.0,,4184919.0,227087.0,4653190.0,468271.0
310,Colombia,2020,6176700.0,0.0,0.0,325000.0,0.0,6176700.0,325000.0,6276700.0,100000.0
311,Colombia,2021,3631600.0,0.0,0.0,300000.0,0.0,3631600.0,400000.0,4248600.0,617000.0
312,Colombia,2022,5073584.0,0.0,400000.0,400000.0,0.0,5473584.0,400000.0,5473584.0,0.0
313,Colombia,2023,6533898.0,0.0,0.0,500000.0,0.0,6533898.0,500000.0,6533898.0,0.0
314,Colombia,2024,6845885.0,0.0,0.0,100500.0,0.0,6845885.0,100500.0,6845885.0,0.0
315,Comoros,2018,,,,,,,,540000.0,
316,Comoros,2019,,,,,,,,445979.0,
319,Comoros,2022,,,,,,,,250452.0,
321,Comoros,2024,,,,,,,,408625.0,
322,Congo,2018,1091802.0,0.0,434512.0,101806.0,0.0,1526314.0,101806.0,1526314.0,0.0
323,Congo,2019,52324.0,0.0,870356.0,101507.0,0.0,922680.0,101507.0,922680.0,0.0
324,Congo,2020,94912.0,0.0,5966084.0,1818800.0,0.0,6060996.0,2184237.0,6544510.0,483514.0
325,Congo,2021,1045318.0,,776003.0,954458.0,,1821321.0,954458.0,1821321.0,0.0
326,Congo,2022,2813795.0,0.0,338084.0,835815.0,0.0,3151879.0,835815.0,3151879.0,0.0
327,Congo,2023,3137108.0,0.0,1144684.0,986791.0,0.0,4281792.0,986791.0,4281792.0,0.0
328,Congo,2024,854404.0,0.0,1908765.0,761675.0,0.0,2763169.0,761675.0,2763169.0,0.0
329,Cook Islands,2018,,,,,,,,25896.0,
330,Cook Islands,2019,,,,,,,,29982.0,
333,Cook Islands,2022,,,,,,,,20000.0,
334,Cook Islands,2023,,,,,,,,15000.0,
335,Cook Islands,2024,,,,,,,,20000.0,
336,Costa Rica,2018,,,,,,,,0.0,
337,Costa Rica,2019,,,,,,,,0.0,
342,Costa Rica,2024,69050.0,,,,,69050.0,,69050.0,0.0
343,Côte d'Ivoire,2018,362482.0,0.0,3671133.0,513193.0,186392.0,4220007.0,992290.0,18499607.0,14279600.0
344,Côte d'Ivoire,2019,3490092.0,0.0,2698861.0,990674.0,611418.0,6800371.0,3230387.0,22545267.0,15744896.0
345,Côte d'Ivoire,2020,2744127.0,0.0,2643389.0,892066.0,241625.0,5629141.0,3280489.0,23242973.0,17613832.0
346,Côte d'Ivoire,2021,3366944.0,0.0,4538750.0,1745234.0,123588.0,8029282.0,10548959.0,45892654.0,37863372.0
347,Côte d'Ivoire,2022,5861273.0,0.0,5718268.0,1668971.0,130210.0,11709751.0,3143643.0,25423268.0,13713517.0
348,Côte d'Ivoire,2023,10716931.0,0.0,4830901.0,1409970.0,82655.0,15630487.0,3243489.0,26032123.0,10401636.0
349,Côte d'Ivoire,2024,1680800.0,0.0,4317430.0,589923.0,193604.0,6191834.0,2928433.0,23108507.0,16916673.0
357,Cuba,2018,,,,,,,,1076336.0,
358,Cuba,2019,,,,,,,,1076336.0,
359,Cuba,2020,,,,,,,,1130000.0,
385,Democratic People's Republic of Korea,2018,5721900.0,0.0,268837.0,108700.0,639600.0,6630337.0,3689221.0,83839053.0,77208716.0
386,Democratic People's Republic of Korea,2019,5865100.0,0.0,4018900.0,438700.0,2732200.0,12616200.0,4194415.0,49547887.0,36931687.0
387,Democratic People's Republic of Korea,2020,6009200.0,0.0,14730153.0,2371445.0,4407440.0,25146793.0,3743870.0,49129864.0,23983071.0
388,Democratic People's Republic of Korea,2021,6102100.0,0.0,8397348.0,1304737.0,0.0,14499448.0,1304737.0,46549372.0,32049924.0
389,Democratic People's Republic of Korea,2022,6030327.0,0.0,1783064.0,115900.0,0.0,7813391.0,1304737.0,46549372.0,38735981.0
392,Democratic Republic of the Congo,2018,1500045.0,4601139.0,25666879.0,3973483.0,5775096.0,37543159.0,7098269.0,74327407.0,36784248.0
393,Democratic Republic of the Congo,2019,1711405.0,2242963.0,16431571.0,1466023.0,5858316.0,26244255.0,6304718.0,44485626.0,18241371.0
394,Democratic Republic of the Congo,2020,847298.0,2242963.0,17535177.0,1975234.0,4751817.0,25377255.0,5103703.0,41278714.0,15901459.0
395,Democratic Republic of the Congo,2021,719985.0,4120000.0,29390839.0,11146344.0,773654.0,35004478.0,11873032.0,57194960.0,22190482.0
396,Democratic Republic of the Congo,2022,2399109.0,10500000.0,20243326.0,2320312.0,4751817.0,37894252.0,5668945.0,71208304.0,33314052.0
397,Democratic Republic of the Congo,2023,2448479.0,16000000.0,24082869.0,3813343.0,2587555.0,45118903.0,4758277.0,67978555.0,22859652.0
398,Democratic Republic of the Congo,2024,2008478.0,7690345.0,35063827.0,4103636.0,355562.0,45118212.0,6185760.0,74913459.0,29795247.0
406,Djibouti,2018,,,470570.0,225491.0,,470570.0,225491.0,470570.0,0.0
407,Djibouti,2019,,50000.0,476867.0,0.0,,526867.0,185000.0,1281590.0,754723.0
408,Djibouti,2020,,,718017.0,156685.0,,718017.0,459365.0,1188142.0,470125.0
420,Dominican Republic,2018,16628094.0,80000.0,4742113.0,481437.0,0.0,21450207.0,981437.0,25550207.0,4100000.0
421,Dominican Republic,2019,18978288.0,0.0,2282650.0,1256566.0,0.0,21260938.0,1500000.0,33380161.0,12119223.0
422,Dominican Republic,2020,18558031.0,0.0,2542680.0,1256566.0,0.0,21100711.0,1500000.0,35623776.0,14523065.0
423,Dominican Republic,2021,25979882.0,42000.0,500000.0,1256566.0,0.0,26521882.0,1500000.0,36167724.0,9645842.0
424,Dominican Republic,2022,3233931.0,0.0,1071648.0,2016573.0,56282.0,4361861.0,2016573.0,4362712.0,851.0
425,Dominican Republic,2023,21197131.0,0.0,0.0,1256566.0,1264920.0,22462051.0,1525000.0,30575016.0,8112965.0
426,Dominican Republic,2024,22568051.0,0.0,0.0,1266566.0,0.0,22568051.0,1535000.0,30674016.0,8105965.0
